dream_vals,login_vals,time_vals,gt_vals,earnings_vals,total_time,strats
1,8,1260,2,280843.2,10080,unstocked
1,8,1260,3,642403.800000181,10080,stocked
1,8,1260,3,1565821.5999999996,10080,unstocked
1,8,1560,1,862994.0,12480,stocked
1,8,1560,1,1574324.0,12480,unstocked
1,8,1560,2,1702668.000000339,12480,stocked
1,8,1560,2,608449.6,12480,unstocked
1,8,1560,3,1448231.799999307,12480,stocked
1,8,1560,3,1467974.9999999998,12480,unstocked
1,8,1860,1,641022.0,14880,stocked
1,8,1860,1,1063760.0,14880,unstocked
1,8,1860,2,1222702.800000252,14880,stocked
1,8,1860,2,2340206.000000001,14880,unstocked
1,8,1860,3,2405733.2999992827,14880,stocked
1,8,1860,3,2348732.3999999994,14880,unstocked
1,8,2160,1,1301008.0,17280,stocked
1,8,2160,1,1233928.0,17280,unstocked
1,8,2160,2,2267878.8000006997,17280,stocked
1,8,2160,2,2340206.000000001,17280,unstocked
1,8,2160,3,1988876.6999992344,17280,stocked
1,8,2160,3,2886992.199999999,17280,unstocked
1,8,2460,1,1323038.0,19680,stocked
1,8,2460,1,3318876.0,19680,unstocked
1,8,2460,2,2505518.4000006067,19680,stocked
1,8,2460,2,2293442.8000000007,19680,unstocked
1,8,2460,3,1527036.6999996626,19680,stocked
1,8,2460,3,3425251.999999999,19680,unstocked
1,8,2760,1,1999200.0,22080,stocked
1,8,2760,1,2723168.0,22080,unstocked
1,8,2760,2,2083624.4000003405,22080,stocked
1,8,2760,2,2246613.600000001,22080,unstocked
1,8,2760,3,1144804.2999994305,22080,stocked
1,8,2760,3,3033796.599999999,22080,unstocked
1,8,3060,1,1391826.0,24480,stocked
1,8,3060,1,3659272.0,24480,unstocked
1,8,3060,2,3299155.200000803,24480,stocked
1,8,3060,2,2761404.8000000007,24480,unstocked
1,8,3060,3,3226683.7999992087,24480,stocked
1,8,3060,3,2886992.199999999,24480,unstocked
1,8,3360,1,2134370.0,26880,stocked
1,8,3360,1,3063564.0,26880,unstocked
1,8,3360,2,1853546.2000003455,26880,stocked
1,8,3360,2,3042314.000000001,26880,unstocked
1,8,3360,3,2700319.599999045,26880,stocked
1,8,3360,3,3474140.799999999,26880,unstocked
1,9,60,1,32292.0,540,stocked
1,9,60,1,0.0,540,unstocked
1,9,60,2,35521.19999999328,540,stocked
1,9,60,2,0.0,540,unstocked
1,9,60,3,37135.80000000734,540,stocked
1,9,60,3,0.0,540,unstocked
1,9,360,1,454868.0,3240,stocked
1,9,360,1,468052.0,3240,unstocked
1,9,360,2,250448.00000003917,3240,stocked
1,9,360,2,748871.2000000001,3240,unstocked
1,9,360,3,37135.80000000734,3240,stocked
1,9,360,3,0.0,3240,unstocked
1,9,660,1,457772.0,5940,stocked
1,9,660,1,765876.0,5940,unstocked
1,9,660,2,546950.7999997786,5940,stocked
1,9,660,2,655278.8,5940,unstocked
1,9,660,3,69758.99999999955,5940,stocked
1,9,660,3,1223323.9999999998,5940,unstocked
1,9,960,1,565060.0,8640,stocked
1,9,960,1,808448.0,8640,unstocked
1,9,960,2,837513.5999997471,8640,stocked
1,9,960,2,1450913.2000000004,8640,unstocked
1,9,960,3,952048.2000002493,8640,stocked
1,9,960,3,636106.4,8640,unstocked
1,9,1260,1,1061212.0,11340,stocked
1,9,1260,1,1531752.0,11340,unstocked
1,9,1260,2,565897.1999999436,11340,stocked
1,9,1260,2,1918941.200000001,11340,unstocked
1,9,1260,3,585821.5000002821,11340,stocked
1,9,1260,3,1272212.7999999998,11340,unstocked
1,9,1560,1,1206296.0,14040,stocked
1,9,1560,1,1872148.0,14040,unstocked
1,9,1560,2,846621.5999998421,14040,stocked
1,9,1560,2,1591334.8000000005,14040,unstocked
1,9,1560,3,1223457.3999998989,14040,stocked
1,9,1560,3,2006165.799999999,14040,unstocked
1,9,1860,1,1333260.0,16740,stocked
1,9,1860,1,1914720.0,16740,unstocked
1,9,1860,2,1695399.2000004307,16740,stocked
1,9,1860,2,1310557.6,16740,unstocked
1,9,1860,3,1416091.599999647,16740,stocked
1,9,1860,3,2397690.1999999993,16740,unstocked
1,9,2160,1,1994976.0,19440,stocked
1,9,2160,1,1744552.0,19440,unstocked
1,9,2160,2,2922220.4000009294,19440,stocked
1,9,2160,2,1872178.0000000007,19440,unstocked
1,9,2160,3,1529927.79999954,19440,stocked
1,9,2160,3,3131643.199999999,19440,unstocked
1,9,2460,1,2760250.0,22140,stocked
1,9,2460,1,3021052.0,22140,unstocked
1,9,2460,2,1458122.600000226,22140,stocked
1,9,2460,2,2199784.400000001,22140,unstocked
1,9,2460,3,1921548.7999996576,22140,stocked
1,9,2460,3,1419086.1999999997,22140,unstocked
1,9,2760,1,1973744.0,24840,stocked
1,9,2760,1,4042180.0,24840,unstocked
1,9,2760,2,3117232.80000095,24840,stocked
1,9,2760,2,3510276.0000000014,24840,unstocked
1,9,2760,3,1239676.9999999402,24840,stocked
1,9,2760,3,3474140.799999999,24840,unstocked
1,9,3060,1,2045336.0,27540,stocked
1,9,3060,1,2425344.0,27540,unstocked
1,9,3060,2,2512888.4000004064,27540,stocked
1,9,3060,2,4961189.199999998,27540,unstocked
1,9,3060,3,2379405.199999195,27540,stocked
1,9,3060,3,3376294.199999999,27540,unstocked
1,9,3360,1,2685540.0,30240,stocked
1,9,3360,1,1999864.0,30240,unstocked
1,9,3360,2,2385979.2000007867,30240,stocked
1,9,3360,2,3276328.000000001,30240,unstocked
1,9,3360,3,3389171.8999991342,30240,stocked
1,9,3360,3,5676068.800000004,30240,unstocked
1,10,60,1,32280.0,600,stocked
1,10,60,1,0.0,600,unstocked
1,10,60,2,35507.999999993284,600,stocked
1,10,60,2,0.0,600,unstocked
1,10,60,3,37122.000000007334,600,stocked
1,10,60,3,0.0,600,unstocked
1,10,360,1,480932.0,3600,stocked
1,10,360,1,212740.0,3600,unstocked
1,10,360,2,734672.3999996755,3600,stocked
1,10,360,2,842463.6,3600,unstocked
1,10,360,3,770950.8000001998,3600,stocked
1,10,360,3,1027561.8,3600,unstocked
1,10,660,1,245020.0,6600,stocked
1,10,660,1,595708.0,6600,unstocked
1,10,660,2,940161.1999997563,6600,stocked
1,10,660,2,280843.2,6600,unstocked
1,10,660,3,122021.89999996028,6600,stocked
1,10,660,3,782910.7999999999,6600,unstocked
1,10,960,1,963142.0,9600,stocked
1,10,960,1,1021188.0,9600,unstocked
1,10,960,2,594646.7999997779,9600,stocked
1,10,960,2,1310491.6000000003,9600,unstocked
1,10,960,3,812479.6000001103,9600,stocked
1,10,960,3,1076519.6,9600,unstocked
1,10,1260,1,1280148.0,12600,stocked
1,10,1260,1,808448.0,12600,unstocked
1,10,1260,2,1300813.800000355,12600,stocked
1,10,1260,2,2012599.6000000008,12600,unstocked
1,10,1260,3,1870691.1999993864,12600,stocked
1,10,1260,3,733953.0,12600,unstocked
1,10,1560,1,1854838.0,15600,stocked
1,10,1560,1,2127520.0,15600,unstocked
1,10,1560,2,1209384.000000124,15600,stocked
1,10,1560,2,1919007.2000000007,15600,unstocked
1,10,1560,3,3049213.4999993006,15600,stocked
1,10,1560,3,2201927.999999999,15600,unstocked
1,10,1860,1,819998.0,18600,stocked
1,10,1860,1,1659468.0,18600,unstocked
1,10,1860,2,1828567.4000003897,18600,stocked
1,10,1860,2,1778585.6000000006,18600,unstocked
1,10,1860,3,2395638.5999994404,18600,stocked
1,10,1860,3,2006234.7999999993,18600,unstocked
1,10,2160,1,1484636.0,21600,stocked
1,10,2160,1,2084948.0,21600,unstocked
1,10,2160,2,2615131.20000082,21600,stocked
1,10,2160,2,2995484.800000001,21600,unstocked
1,10,2160,3,771075.0000001861,21600,stocked
1,10,2160,3,3033796.5999999987,21600,unstocked
1,10,2460,1,2045500.0,24600,stocked
1,10,2460,1,1744552.0,24600,unstocked
1,10,2460,2,766493.1999998749,24600,stocked
1,10,2460,2,2199784.400000001,24600,unstocked
1,10,2460,3,2602422.399999391,24600,stocked
1,10,2460,3,3914553.999999999,24600,unstocked
1,10,2760,1,3051640.0,27600,stocked
1,10,2760,1,4254920.0,27600,unstocked
1,10,2760,2,1220313.6000002124,27600,stocked
1,10,2760,2,1544571.6000000003,27600,unstocked
1,10,2760,3,1676932.2999996555,27600,stocked
1,10,2760,3,5137809.000000002,27600,unstocked
1,10,3060,1,1660030.0,30600,stocked
1,10,3060,1,4254920.0,30600,unstocked
1,10,3060,2,2606656.8000005926,30600,stocked
1,10,3060,2,3135906.4000000013,30600,unstocked
1,10,3060,3,2755445.999999244,30600,stocked
1,10,3060,3,3572056.3999999985,30600,unstocked
1,10,3360,1,3171742.0,33600,stocked
1,10,3360,1,3446532.0,33600,unstocked
1,10,3360,2,3288238.8000010666,33600,stocked
1,10,3360,2,4212450.000000002,33600,unstocked
1,10,3360,3,2978394.199999063,33600,stocked
1,10,3360,3,4159204.9999999986,33600,unstocked
2,1,60,1,32388.0,60,stocked
2,1,60,1,0.0,60,unstocked
2,1,60,2,35626.79999999322,60,stocked
2,1,60,2,0.0,60,unstocked
2,1,60,3,37246.2000000074,60,stocked
2,1,60,3,0.0,60,unstocked
2,1,360,1,32388.0,360,stocked
2,1,360,1,0.0,360,unstocked
2,1,360,2,35626.79999999322,360,stocked
2,1,360,2,0.0,360,unstocked
2,1,360,3,37246.2000000074,360,stocked
2,1,360,3,0.0,360,unstocked
2,1,660,1,32388.0,660,stocked
2,1,660,1,0.0,660,unstocked
2,1,660,2,456724.39999977016,660,stocked
2,1,660,2,0.0,660,unstocked
2,1,660,3,69800.40000001184,660,stocked
2,1,660,3,146804.4,660,unstocked
2,1,960,1,329852.0,960,stocked
2,1,960,1,0.0,960,unstocked
2,1,960,2,66673.19999998207,960,stocked
2,1,960,2,140421.6,960,unstocked
2,1,960,3,37246.2000000074,960,stocked
2,1,960,3,0.0,960,unstocked
2,1,1260,1,570760.0,1260,stocked
2,1,1260,1,0.0,1260,unstocked
2,1,1260,2,35626.79999999322,1260,stocked
2,1,1260,2,436823.19999999995,1260,unstocked
2,1,1260,3,37246.2000000074,1260,stocked
2,1,1260,3,0.0,1260,unstocked
2,1,1560,1,415276.0,1560,stocked
2,1,1560,1,0.0,1560,unstocked
2,1,1560,2,35626.79999999322,1560,stocked
2,1,1560,2,717666.4,1560,unstocked
2,1,1560,3,346955.0000002294,1560,stocked
2,1,1560,3,309874.4,1560,unstocked
2,1,1860,1,32388.0,1860,stocked
2,1,1860,1,0.0,1860,unstocked
2,1,1860,2,35626.79999999322,1860,stocked
2,1,1860,2,592803.2,1860,unstocked
2,1,1860,3,37246.2000000074,1860,stocked
2,1,1860,3,456678.79999999993,1860,unstocked
2,1,2160,1,414592.0,2160,stocked
2,1,2160,1,127656.0,2160,unstocked
2,1,2160,2,627400.3999996737,2160,stocked
2,1,2160,2,436823.20000000007,2160,unstocked
2,1,2160,3,347120.6000002228,2160,stocked
2,1,2160,3,603483.2,2160,unstocked
2,1,2460,1,330200.0,2460,stocked
2,1,2460,1,538912.0,2460,unstocked
2,1,2460,2,330761.1999997777,2460,stocked
2,1,2460,2,0.0,2460,unstocked
2,1,2460,3,606813.6000003238,2460,stocked
2,1,2460,3,146804.4,2460,unstocked
2,1,2760,1,145568.0,2760,stocked
2,1,2760,1,794224.0,2760,unstocked
2,1,2760,2,330246.39999978105,2760,stocked
2,1,2760,2,421264.80000000005,2760,unstocked
2,1,2760,3,444171.4000002222,2760,stocked
2,1,2760,3,293608.8,2760,unstocked
2,1,3060,1,259108.0,3060,stocked
2,1,3060,1,397112.0,3060,unstocked
2,1,3060,2,35626.79999999322,3060,stocked
2,1,3060,2,140421.6,3060,unstocked
2,1,3060,3,37246.2000000074,3060,stocked
2,1,3060,3,619748.8,3060,unstocked
2,1,3360,1,301844.0,3360,stocked
2,1,3360,1,269456.0,3360,unstocked
2,1,3360,2,1064500.8000002392,3360,stocked
2,1,3360,2,733224.7999999999,3360,unstocked
2,1,3360,3,868328.2000003335,3360,stocked
2,1,3360,3,0.0,3360,unstocked
2,2,60,1,32376.0,120,stocked
2,2,60,1,0.0,120,unstocked
2,2,60,2,35613.59999999323,120,stocked
2,2,60,2,0.0,120,unstocked
2,2,60,3,37232.40000000739,120,stocked
2,2,60,3,0.0,120,unstocked
2,2,360,1,145760.0,720,stocked
2,2,360,1,0.0,720,unstocked
2,2,360,2,35613.59999999323,720,stocked
2,2,360,2,0.0,720,unstocked
2,2,360,3,179020.4999999488,720,stocked
2,2,360,3,146804.4,720,unstocked
2,2,660,1,32376.0,1320,stocked
2,2,660,1,127656.0,1320,unstocked
2,2,660,2,332015.19999977166,1320,stocked
2,2,660,2,140421.6,1320,unstocked
2,2,660,3,493690.40000022936,1320,stocked
2,2,660,3,309874.4,1320,unstocked
2,2,960,1,316928.0,1920,stocked
2,2,960,1,269456.0,1920,unstocked
2,2,960,2,332015.199999864,1920,stocked
2,2,960,2,0.0,1920,unstocked
2,2,960,3,37232.40000000739,1920,stocked
2,2,960,3,146804.4,1920,unstocked
2,2,1260,1,159792.0,2520,stocked
2,2,1260,1,127656.0,2520,unstocked
2,2,1260,2,175982.40000008343,2520,stocked
2,2,1260,2,436823.19999999995,2520,unstocked
2,2,1260,3,332175.20000013674,2520,stocked
2,2,1260,3,309874.4,2520,unstocked
2,2,1560,1,346412.0,3120,stocked
2,2,1560,1,269456.0,3120,unstocked
2,2,1560,2,35613.59999999323,3120,stocked
2,2,1560,2,140421.6,3120,unstocked
2,2,1560,3,364053.20000014186,3120,stocked
2,2,1560,3,619748.8,3120,unstocked
2,2,1860,1,671184.0,3720,stocked
2,2,1860,1,538912.0,3720,unstocked
2,2,1860,2,627307.9999996691,3720,stocked
2,2,1860,2,296401.6,3720,unstocked
2,2,1860,3,635853.4000002844,3720,stocked
2,2,1860,3,1076427.5999999999,3720,unstocked
2,2,2160,1,531052.0,4320,stocked
2,2,2160,1,780080.0,4320,unstocked
2,2,2160,2,35613.59999999323,4320,stocked
2,2,2160,2,296401.6,4320,unstocked
2,2,2160,3,655573.6000003301,4320,stocked
2,2,2160,3,766553.2000000001,4320,unstocked
2,2,2460,1,683628.0,4920,stocked
2,2,2460,1,397112.0,4920,unstocked
2,2,2460,2,206989.20000008374,4920,stocked
2,2,2460,2,436823.20000000007,4920,unstocked
2,2,2460,3,1096695.1999996146,4920,stocked
2,2,2460,3,750287.6,4920,unstocked
2,2,2760,1,1434940.0,5520,stocked
2,2,2760,1,666568.0,5520,unstocked
2,2,2760,2,753033.5999997199,5520,stocked
2,2,2760,2,717666.4,5520,unstocked
2,2,2760,3,378488.000000129,5520,stocked
2,2,2760,3,1206966.4,5520,unstocked
2,2,3060,1,726052.0,6120,stocked
2,2,3060,1,780080.0,6120,unstocked
2,2,3060,2,769678.7999997163,6120,stocked
2,2,3060,2,296401.6,6120,unstocked
2,2,3060,3,672888.0000002896,6120,stocked
2,2,3060,3,2299659.599999999,6120,unstocked
2,2,3360,1,381898.0,6720,stocked
2,2,3360,1,921880.0,6720,unstocked
2,2,3360,2,456790.3999997792,6720,stocked
2,2,3360,2,873646.4,6720,unstocked
2,2,3360,3,2077695.7999991444,6720,stocked
2,2,3360,3,1076427.5999999999,6720,unstocked
2,3,60,1,32364.0,180,stocked
2,3,60,1,0.0,180,unstocked
2,3,60,2,35600.399999993235,180,stocked
2,3,60,2,0.0,180,unstocked
2,3,60,3,37218.600000007384,180,stocked
2,3,60,3,0.0,180,unstocked
2,3,360,1,142908.0,1080,stocked
2,3,360,1,794224.0,1080,unstocked
2,3,360,2,35600.399999993235,1080,stocked
2,3,360,2,296401.6,1080,unstocked
2,3,360,3,337005.2000001673,1080,stocked
2,3,360,3,0.0,1080,unstocked
2,3,660,1,406576.0,1980,stocked
2,3,660,1,397112.0,1980,unstocked
2,3,660,2,628284.7999997571,1980,stocked
2,3,660,2,296401.6,1980,unstocked
2,3,660,3,37218.600000007384,1980,stocked
2,3,660,3,766553.2,1980,unstocked
2,3,960,1,301820.0,2880,stocked
2,3,960,1,524768.0,2880,unstocked
2,3,960,2,331724.7999997714,2880,stocked
2,3,960,2,296401.6,2880,unstocked
2,3,960,3,326627.60000010376,2880,stocked
2,3,960,3,0.0,2880,unstocked
2,3,1260,1,406948.0,3780,stocked
2,3,1260,1,397112.0,3780,unstocked
2,3,1260,2,578718.7999998848,3780,stocked
2,3,1260,2,733224.7999999999,3780,unstocked
2,3,1260,3,1083893.3999997478,3780,stocked
2,3,1260,3,1223231.9999999998,3780,unstocked
2,3,1560,1,358448.0,4680,stocked
2,3,1560,1,382968.0,4680,unstocked
2,3,1560,2,160375.60000003947,4680,stocked
2,3,1560,2,421264.80000000005,4680,unstocked
2,3,1560,3,196909.89999991696,4680,stocked
2,3,1560,3,1386301.9999999998,4680,unstocked
2,3,1860,1,443224.0,5580,stocked
2,3,1860,1,921880.0,5580,unstocked
2,3,1860,2,839922.5999996689,5580,stocked
2,3,1860,2,592803.2,5580,unstocked
2,3,1860,3,689535.4000002694,5580,stocked
2,3,1860,3,1206966.4,5580,unstocked
2,3,2160,1,1257032.0,6480,stocked
2,3,2160,1,1460792.0,6480,unstocked
2,3,2160,2,35600.399999993235,6480,stocked
2,3,2160,2,1450891.2000000002,6480,unstocked
2,3,2160,3,783140.8000002718,6480,stocked
2,3,2160,3,293608.8,6480,unstocked
2,3,2460,1,840300.0,7380,stocked
2,3,2460,1,510624.0,7380,unstocked
2,3,2460,2,1226055.6000002397,7380,stocked
2,3,2460,2,280843.2,7380,unstocked
2,3,2460,3,1265800.3999995883,7380,stocked
2,3,2460,3,0.0,7380,unstocked
2,3,2760,1,429476.0,8280,stocked
2,3,2760,1,794224.0,8280,unstocked
2,3,2760,2,1478890.6000005323,8280,stocked
2,3,2760,2,717666.4,8280,unstocked
2,3,2760,3,950410.6000001852,8280,stocked
2,3,2760,3,1516840.7999999998,8280,unstocked
2,3,3060,1,868764.0,9180,stocked
2,3,3060,1,921880.0,9180,unstocked
2,3,3060,2,628403.5999997953,9180,stocked
2,3,3060,2,1014067.9999999999,9180,unstocked
2,3,3060,3,966179.4000003013,9180,stocked
2,3,3060,3,456678.80000000005,9180,unstocked
2,3,3360,1,1073708.0,10080,stocked
2,3,3360,1,255312.0,10080,unstocked
2,3,3360,2,1672369.6000003852,10080,stocked
2,3,3360,2,1029626.4,10080,unstocked
2,3,3360,3,812757.9000001887,10080,stocked
2,3,3360,3,1663645.1999999997,10080,unstocked
2,4,60,1,32352.0,240,stocked
2,4,60,1,0.0,240,unstocked
2,4,60,2,35587.19999999324,240,stocked
2,4,60,2,0.0,240,unstocked
2,4,60,3,37204.80000000737,240,stocked
2,4,60,3,0.0,240,unstocked
2,4,360,1,544004.0,1440,stocked
2,4,360,1,0.0,1440,unstocked
2,4,360,2,35587.19999999324,1440,stocked
2,4,360,2,140421.6,1440,unstocked
2,4,360,3,478841.6000001036,1440,stocked
2,4,360,3,146804.4,1440,unstocked
2,4,660,1,288836.0,2640,stocked
2,4,660,1,538912.0,2640,unstocked
2,4,660,2,35587.19999999324,2640,stocked
2,4,660,2,296401.6,2640,unstocked
2,4,660,3,774768.8000002664,2640,stocked
2,4,660,3,619748.8,2640,unstocked
2,4,960,1,684408.0,3840,stocked
2,4,960,1,0.0,3840,unstocked
2,4,960,2,324596.7999998178,3840,stocked
2,4,960,2,1170048.0000000002,3840,unstocked
2,4,960,3,1098590.399999584,3840,stocked
2,4,960,3,766553.2000000001,3840,unstocked
2,4,1260,1,32352.0,5040,stocked
2,4,1260,1,269456.0,5040,unstocked
2,4,1260,2,685590.3999997106,5040,stocked
2,4,1260,2,1310469.6,5040,unstocked
2,4,1260,3,476905.00000008673,5040,stocked
2,4,1260,3,766553.2,5040,unstocked
2,4,1560,1,1287920.0,6240,stocked
2,4,1560,1,1191336.0,6240,unstocked
2,4,1560,2,1741995.200000905,6240,stocked
2,4,1560,2,436823.19999999995,6240,unstocked
2,4,1560,3,804484.8000001805,6240,stocked
2,4,1560,3,309874.4,6240,unstocked
2,4,1860,1,1330356.0,7440,stocked
2,4,1860,1,794224.0,7440,unstocked
2,4,1860,2,940856.3999997093,7440,stocked
2,4,1860,2,1014068.0000000001,7440,unstocked
2,4,1860,3,1097283.9999998172,7440,stocked
2,4,1860,3,1973519.5999999994,7440,unstocked
2,4,2160,1,1118384.0,8640,stocked
2,4,2160,1,2127360.0,8640,unstocked
2,4,2160,2,918191.9999996925,8640,stocked
2,4,2160,2,1326028.0,8640,unstocked
2,4,2160,3,961823.200000323,8640,stocked
2,4,2160,3,766553.2,8640,unstocked
2,4,2460,1,888294.0,9840,stocked
2,4,2460,1,2240872.0,9840,unstocked
2,4,2460,2,737400.3999997916,9840,stocked
2,4,2460,2,436823.19999999995,9840,unstocked
2,4,2460,3,860738.2000002378,9840,stocked
2,4,2460,3,1973519.5999999996,9840,unstocked
2,4,2760,1,1558060.0,11040,stocked
2,4,2760,1,1843760.0,11040,unstocked
2,4,2760,2,1539021.0000004245,11040,stocked
2,4,2760,2,1591312.8000000005,11040,unstocked
2,4,2760,3,2451896.5999991708,11040,stocked
2,4,2760,3,1842980.7999999998,11040,unstocked
2,4,3060,1,1762228.0,12240,stocked
2,4,3060,1,1602592.0,12240,unstocked
2,4,3060,2,1560730.600000469,12240,stocked
2,4,3060,2,1170048.0,12240,unstocked
2,4,3060,3,2303445.3999994546,12240,stocked
2,4,3060,3,1696176.3999999997,12240,unstocked
2,4,3360,1,1379632.0,13440,stocked
2,4,3360,1,2240872.0,13440,unstocked
2,4,3360,2,2201034.000000328,13440,stocked
2,4,3360,2,2043694.4000000004,13440,unstocked
2,4,3360,3,2795005.9999990743,13440,stocked
2,4,3360,3,1826715.1999999997,13440,unstocked
2,5,60,1,32340.0,300,stocked
2,5,60,1,0.0,300,unstocked
2,5,60,2,35573.99999999325,300,stocked
2,5,60,2,0.0,300,unstocked
2,5,60,3,37191.00000000737,300,stocked
2,5,60,3,0.0,300,unstocked
2,5,360,1,433172.0,1800,stocked
2,5,360,1,397112.0,1800,unstocked
2,5,360,2,168405.600000029,1800,stocked
2,5,360,2,296401.6,1800,unstocked
2,5,360,3,907989.4000002637,1800,stocked
2,5,360,3,0.0,1800,unstocked
2,5,660,1,963120.0,3300,stocked
2,5,660,1,510624.0,3300,unstocked
2,5,660,2,59171.19999999141,3300,stocked
2,5,660,2,296401.6,3300,unstocked
2,5,660,3,183871.19999991707,3300,stocked
2,5,660,3,0.0,3300,unstocked
2,5,960,1,32340.0,4800,stocked
2,5,960,1,666568.0,4800,unstocked
2,5,960,2,466391.1999998087,4800,stocked
2,5,960,2,296401.6,4800,unstocked
2,5,960,3,1595256.9999998924,4800,stocked
2,5,960,3,2462729.5999999996,4800,unstocked
2,5,1260,1,315876.0,6300,stocked
2,5,1260,1,1063680.0,6300,unstocked
2,5,1260,2,651888.5999996873,6300,stocked
2,5,1260,2,296401.6,6300,unstocked
2,5,1260,3,465533.8000000537,6300,stocked
2,5,1260,3,1060161.9999999998,6300,unstocked
2,5,1560,1,1331432.0,7800,stocked
2,5,1560,1,1474936.0,7800,unstocked
2,5,1560,2,1045842.599999702,7800,stocked
2,5,1560,2,889204.7999999999,7800,unstocked
2,5,1560,3,803744.2000001668,7800,stocked
2,5,1560,3,766553.2,7800,unstocked
2,5,1860,1,1225366.0,9300,stocked
2,5,1860,1,524768.0,9300,unstocked
2,5,1860,2,1072748.600000518,9300,stocked
2,5,1860,2,1466449.6,9300,unstocked
2,5,1860,3,960700.8000002317,9300,stocked
2,5,1860,3,603483.2,9300,unstocked
2,5,2160,1,2007296.0,10800,stocked
2,5,2160,1,1191336.0,10800,unstocked
2,5,2160,2,2514085.200000689,10800,stocked
2,5,2160,2,1014068.0,10800,unstocked
2,5,2160,3,615588.1000001342,10800,stocked
2,5,2160,3,1370036.3999999997,10800,unstocked
2,5,2460,1,2021692.0,12300,stocked
2,5,2460,1,1701960.0,12300,unstocked
2,5,2460,2,1340543.6000001244,12300,stocked
2,5,2460,2,1606871.2000000002,12300,unstocked
2,5,2460,3,1529030.7999997493,12300,stocked
2,5,2460,3,1533106.4,12300,unstocked
2,5,2760,1,2184934.0,13800,stocked
2,5,2760,1,1163048.0,13800,unstocked
2,5,2760,2,1352793.2000001972,13800,stocked
2,5,2760,2,2745802.400000001,13800,unstocked
2,5,2760,3,1971260.9999992766,13800,stocked
2,5,2760,3,1370036.4,13800,unstocked
2,5,3060,1,1677444.0,15300,stocked
2,5,3060,1,1446648.0,15300,unstocked
2,5,3060,2,804421.1999997152,15300,stocked
2,5,3060,2,1310469.6,15300,unstocked
2,5,3060,3,1529085.9999996393,15300,stocked
2,5,3060,3,1663645.1999999997,15300,unstocked
2,5,3360,1,1305346.0,16800,stocked
2,5,3360,1,1857904.0,16800,unstocked
2,5,3360,2,2757977.2000008603,16800,stocked
2,5,3360,2,2028136.0000000005,16800,unstocked
2,5,3360,3,2068879.8999992895,16800,stocked
2,5,3360,3,3049947.1999999993,16800,unstocked
2,6,60,1,32328.0,360,stocked
2,6,60,1,0.0,360,unstocked
2,6,60,2,35560.79999999326,360,stocked
2,6,60,2,0.0,360,unstocked
2,6,60,3,37177.20000000736,360,stocked
2,6,60,3,0.0,360,unstocked
2,6,360,1,87566.0,2160,stocked
2,6,360,1,255312.0,2160,unstocked
2,6,360,2,35560.79999999326,2160,stocked
2,6,360,2,0.0,2160,unstocked
2,6,360,3,778752.4000000863,2160,stocked
2,6,360,3,929623.2000000001,2160,unstocked
2,6,660,1,968256.0,3960,stocked
2,6,660,1,936024.0,3960,unstocked
2,6,660,2,207174.00000005122,3960,stocked
2,6,660,2,140421.6,3960,unstocked
2,6,660,3,493690.40000007616,3960,stocked
2,6,660,3,456678.80000000005,3960,unstocked
2,6,960,1,580760.0,5760,stocked
2,6,960,1,269456.0,5760,unstocked
2,6,960,2,331962.39999986335,5760,stocked
2,6,960,2,140421.6,5760,unstocked
2,6,960,3,1366103.399999247,5760,stocked
2,6,960,3,1076427.6,5760,unstocked
2,6,1260,1,706336.0,7560,stocked
2,6,1260,1,1616736.0,7560,unstocked
2,6,1260,2,746930.7999997431,7560,stocked
2,6,1260,2,1450891.2,7560,unstocked
2,6,1260,3,669028.6000001815,7560,stocked
2,6,1260,3,1223232.0,7560,unstocked
2,6,1560,1,787944.0,9360,stocked
2,6,1560,1,1333136.0,9360,unstocked
2,6,1560,2,624179.599999819,9360,stocked
2,6,1560,2,733224.8,9360,unstocked
2,6,1560,3,651640.6000002242,9360,stocked
2,6,1560,3,913357.6000000001,9360,unstocked
2,6,1860,1,1896936.0,11160,stocked
2,6,1860,1,936024.0,11160,unstocked
2,6,1860,2,2053092.8000004601,11160,stocked
2,6,1860,2,1310469.6,11160,unstocked
2,6,1860,3,1318472.699999538,11160,stocked
2,6,1860,3,603483.2000000001,11160,unstocked
2,6,2160,1,1497100.0,12960,stocked
2,6,2160,1,1290704.0,12960,unstocked
2,6,2160,2,1265926.2000002444,12960,stocked
2,6,2160,2,1170048.0,12960,unstocked
2,6,2160,3,2736878.099999248,12960,stocked
2,6,2160,3,1043896.4000000001,12960,unstocked
2,6,2460,1,1689964.0,14760,stocked
2,6,2460,1,1602592.0,14760,unstocked
2,6,2460,2,735147.5999998219,14760,stocked
2,6,2460,2,2355654.400000001,14760,unstocked
2,6,2460,3,1725586.4999997194,14760,stocked
2,6,2460,3,1206966.4,14760,unstocked
2,6,2760,1,2439028.0,16560,stocked
2,6,2760,1,2538616.0,16560,unstocked
2,6,2760,2,3092870.000000737,16560,stocked
2,6,2760,2,1762851.2000000004,16560,unstocked
2,6,2760,3,2025964.199999271,16560,stocked
2,6,2760,3,3066212.7999999993,16560,unstocked
2,6,3060,1,2199900.0,18360,stocked
2,6,3060,1,1474936.0,18360,unstocked
2,6,3060,2,3128382.4000007925,18360,stocked
